stop_name,stop_id,stop_lat,stop_lon
JP Nagara 15th Cross,4rx,12.90707,77.58567
JP Nagara 15th Cross,50g,12.90639,77.58758
JP Nagara 15th Cross,6ff,12.90665,77.58581
JP Nagara 15th Cross 1,4dz,12.90626,77.58764
JP Nagara 1st Phase,1rf,12.91125,77.57452
JP Nagara 1st Phase,43n,12.91133,77.57458
JP Nagara 24th Main 9th Cross,66c,12.91052,77.58315
JP Nagara 24th Main 9th Cross,6mn,12.91059,77.58331
JP Nagara 3rd Phase,371,12.90709,77.60012
JP Nagara 3rd Phase,4xg,12.90763,77.60039
JP Nagara 3rd Phase,56g,12.90854,77.60073
JP Nagara 3rd Phase,5l8,12.90712,77.59976
JP Nagara 3rd Phase,5lk,12.90809,77.60045
JP Nagara 5th Phase,41f,12.90643,77.59046
JP Nagara 5th Phase,5e5,12.90626,77.59037
JP Nagara 6th Phase,1nz,12.90652,77.57765
JP Nagara 6th Phase,1xn,12.90637,77.57777
JP Nagara Metro Station,4xy,12.908,77.57312
JP Nagara Metro Station,663,12.90795,77.57299
JP Nagara Water Tank,238,12.91374,77.59503
JSS College,2ox,12.90386,77.50819
JSS College,2rf,12.90385,77.50837
Jadenahalli,1d1,12.83983,77.39532
Jadenahalli,4xp,12.83986,77.39529
Jadigenahalli,1b2,13.05191,77.85434
Jadigenahalli,3im,13.05173,77.85428
Jadigenahalli Hospital,27h,13.04648,77.85875
Jadigenahalli Hospital,68g,13.04634,77.85878
Jagajeevanram Nagara,374,12.96461,77.55486
Jai Bharath Nagara,1ke,13.00156,77.63032
Jai Bharath Nagara,nl,13.00158,77.63079
Jai Bheema Nagara,38z,12.91946,77.61567
Jai Bheema Nagara,5vj,12.91944,77.61568
Jai Bhuvaneshwari Nagara,2xa,13.01572,77.53202
Jai Bhuvaneshwari Nagara,5ja,13.01572,77.53211
Jai Maruthi Nagara,26q,13.00759,77.53118
Jai Maruthi Nagara,2q1,13.18643,77.3813
Jai Maruthi Nagara,5dn,13.00758,77.53111
Jai Maruthi Nagara,5w1,13.18638,77.38134
Jai Maruthi Nagara Circle,4lk,13.00993,77.53281
Jai Maruthi Nagara Circle,5be,13.0099,77.53277
Jakkanahalli,wj,13.17996,77.34581
Jakkanahalli Cross,12f,13.16542,77.33451
Jakkanahalli Cross,188,13.16542,77.33446
Jakkasandra,4qy,12.92481,77.63802
Jakkasandra,7c,12.92454,77.63826
Jakkur,2xr,13.07936,77.60742
Jakkur,5j0,13.07926,77.60749
Jakkur 18th Cross,13v,13.06883,77.60348
Jakkur 18th Cross,6dg,13.06885,77.60338
Jakkur 18th Cross,ta,13.06888,77.60336
Jakkur Aerodrum,2t0,13.07701,77.59258
Jakkur Aerodrum,ah,13.07701,77.59301
Jakkur Double Road,33e,13.07247,77.60406
Jakkur Layout,4e3,13.0716,77.5999
Jakkur Layout,56r,13.07161,77.59994
Jakkur Layout  Shanimahatma Temple,42d,13.07302,77.60121
Jakkur Layout  shanimahatma Temple,6j7,13.07292,77.60125
Jakkur Layout 3rd Cross,z8,13.06955,77.60172
Jakkur Layout 3rd Cross.,39p,13.06952,77.60166
Jakkur Layout Double Road,18a,13.07271,77.60407
Jakkur Layout Double Road,3hb,13.07265,77.60422
Jakkur Layout Double Road,u7,13.07255,77.60401
Jalabhavan,3rk,12.92407,77.6004
Jalahalli Bakery,125,13.04264,77.54978
Jalahalli Bakery,3jz,13.04254,77.54977
Jalahalli Cross,2l1,13.04017,77.51843
Jalahalli Cross,36j,13.03949,77.51843
Jalahalli Cross,473,13.04066,77.51872
Jalahalli Cross,64y,13.03991,77.51823
Jalahalli Cross,6jp,13.0399,77.51879
Jalahalli Cross  Metro Station Departure,37j,13.0396,77.51933
Jalahalli Cross Metro Station Arrival,635,13.03971,77.5191
Jalahalli East,18y,13.06758,77.54452
Jalahalli East,69a,13.06759,77.54464
Jalahalli East 7th Camp,47e,13.07354,77.5465
Jalahalli East 7th Camp,ss,13.07354,77.54636
Jalahalli Police Station,22k,13.04889,77.5495
Jalahalli Police Station,6,13.04889,77.55009
Jalahalli Village,36h,13.04518,77.54791
Jalahalli Village,3kx,13.04165,77.54718
Jalahalli Village,5km,13.04179,77.54725
Jalahalli West Shettyhalli Road,3w8,13.05922,77.52027
Jalahalli West Shettyhalli Road,61c,13.05921,77.52024
Jalavayu Vihara,2rw,13.02137,77.63701
Jalavayu Vihara,2zh,13.02117,77.63695
Jalige,1u6,13.22619,77.58415
Jalige,43t,13.22605,77.58408
Jalli Machine,12w,13.04514,77.3154
Jalli Machine,36i,13.08601,77.55562
Jalli Machine,3o1,12.83626,77.62503
Jalli Machine,4ec,13.08605,77.55562
Jalli Machine,5s7,13.08595,77.55535
Jalli Machine,5z5,12.83636,77.62501
Jalli Machine,6bh,13.04516,77.31535
Jalli Machine,81,13.086,77.55526
Jambu Savari Dinne,1m6,12.86571,77.58097
Jambu Savari Dinne,2hu,12.86577,77.5809
Jambu Savari Dinne,2r,12.86562,77.58098
Jambu Savari Dinne,3tj,12.86587,77.58093
Janaki Rama Layout,9d,13.04325,77.64228
Janaki Rama Layout,xu,13.04319,77.6424
Janapriya Apartment,1sj,13.07349,77.50307
Janapriya Apartment,25e,13.07319,77.50318
Janapriya Apartment,48w,12.9888,77.49952
Janapriya Apartment,67o,12.98895,77.49938
Janapriya Apartment,6ez,13.07339,77.50292
Janapriya Greenwood Apartment,35g,13.08514,77.51336
Janapriya Greenwood Apartment,ql,13.08511,77.51335
Janapriya Township,2k0,12.99903,77.44278
Janapriya Township,6j1,12.99901,77.44272
Janatha Bazar  Banashankari,25,12.92839,77.54594
Janatha Bazar Banashankari,z6,12.92837,77.54577
Janatha Colony,3u8,12.72429,77.70393
Janatha Colony,5nk,12.72419,77.70376
Janatha Colony Byalalu,15e,12.89417,77.37798
Janatha Colony Byalalu,62i,12.89425,77.37797
Jandemara,3fw,12.87479,77.46123
Jandemara,691,12.87463,77.46123
Jangamakote,37h,13.26136,77.84691
Jangamakote,66v,13.26142,77.84676
Jangamakote Cross,1qq,13.27064,77.8486
Jangamakote Cross,4n,13.27051,77.84879
Jangamakote Cross,ag,13.2707,77.84867
Jangamayyanapalya,3sy,12.87471,77.42278
Janthagundanahalli,4h9,12.92431,77.78545
Janthagundanahalli,ld,12.92421,77.78562
Janthagundanahalli Cross,1f2,12.92663,77.78176
Janthagundanahalli Cross,441,12.92649,77.78187
Janthamane,4cd,12.94196,77.75743
Janthamane,4m7,12.94204,77.75742
Jaraganahalli Cross,51y,12.9014,77.57344
Jaraganahalli Cross,63i,12.90142,77.57331
Javaregowda Nagara,275,12.92978,77.52085
Javaregowda Nagara,u0,12.92971,77.52082
Jayamahal,2hf,13.00189,77.59448
Jayamahal,4g4,13.00034,77.59478
Jayamahal Extension,4dq,13.00206,77.59873
Jayamahal Extension1,4ps,13.00199,77.59877
Jayamangala,1ss,12.91472,77.90326
Jayamangala,4ml,12.91461,77.90312
Jayanagar 6 block,2fk,12.93069,77.57816
Jayanagar 6th block,16e,12.93066,77.57812
Jayanagar 6th block,1o4,12.9309,77.57878
Jayanagar 6th block,3ax,12.93081,77.57775
Jayanagara  38th Cross,4a6,12.92101,77.58376
Jayanagara 38th Cross,5ki,12.92146,77.58365
Jayanagara 40th Cross,42v,12.91989,77.58068
Jayanagara 40th Cross,ha,12.91991,77.58062
Jayanagara 4th Block,5lx,12.92915,77.58602
Jayanagara 5th Block,2wh,12.91701,77.58413
Jayanagara 5th Block,68o,12.91712,77.583
Jayanagara 8th Block,2kl,12.92385,77.58028
Jayanagara Bus Station,1ur,12.92802,77.58364
Jayanagara Bus Station,3id,12.92864,77.58475
Jayanagara Bus Station,4lj,12.92852,77.58418
Jayanagara Bus Station,5d8,12.92881,77.58381
Jayanagara Church,132,12.92828,77.58741
Jayanagara Church,4ak,12.92715,77.58961
Jayanagara Metro Station,3d7,12.92877,77.5803
Jayanagara Metro Station,69i,12.92871,77.58053
Jayanagara Metro Station Arrival,31g,12.92969,77.58021
Jayanagara Metro Station Depature,4o1,12.92939,77.58021
Jayanagara Pump House,3b3,12.92172,77.5971
Jayanagara Pump House,hp,12.92161,77.59699
Jayanagara Telephone Exchange,1li,12.92381,77.58382
Jayanagara Telephone Exchange,664,12.92374,77.58374
Jayanthinagara,27b,13.02888,77.66386
Jayanthinagara,2ga,13.02884,77.6637
Jayanthinagara,5g1,13.02875,77.66385
Jayanthinagara,5q5,13.02878,77.66375
Jayaram Das Factory,59j,12.93025,77.50594
Jayaram Das Factory,61w,12.93011,77.5056
Jayaram Layout (Hale Sampigehalli),6ma,12.81357,77.58964
Jayasandrahalli,5qy,12.83055,77.64101
Jayasuryanagara Kogilu,4x8,13.09406,77.6102
Jayasuryanagara Kogilu,5et,13.09408,77.6102
Jaypura Doddy,tc,12.70869,77.56939
Jaypura Doddy,tz,12.70871,77.56932
Jeevan Bheemanagara Cross,284,12.96679,77.66134
Jeevan Bheemanagara Cross1,6i8,12.96687,77.66151
Jeevan Circle,49g,13.04814,77.46001
Jeevan Circle,5w6,13.04813,77.46007
Jeevanahalli,37o,12.99503,77.62849
Jeevanahalli,4fk,12.99498,77.62809
Jeevanahalli Cross,36x,12.99424,77.62893
Jeevanahalli Cross,6x,12.99434,77.62909
Jeevanahalli Graveyard,3g3,12.99383,77.63174
Jeevanahalli Graveyard,4xh,12.99378,77.63176
Jeevanahalli Water Tank,2xu,12.99382,77.62666
Jeevanahalli Water Tank,5u6,12.99456,77.62694
Jeevanbheema Nagara,6lz,12.96576,77.65763
Jeevanbheema Nagara Cross,2v9,12.96686,77.66166
Jettipalya,31,12.75076,77.47298
Jettipalya,4x7,12.97661,77.40059
Jettipalya,5xi,12.97674,77.40064
Jettipalya,ub,12.7508,77.473
Jigala,3xg,12.79985,77.76079
Jigala,6n8,12.79987,77.76085
Jigala Colony,4dn,12.79709,77.76297
Jigala Colony,5cw,12.79726,77.76289
Jigala Cross,34u,12.78208,77.77188
Jigala Cross,6hj,12.78206,77.77197
Jigani APC CIrcle,3kp,12.77903,77.64342
Jigani APC Circle,4va,12.7793,77.6436
Jigani APC Circle,6dv,12.77926,77.64385
Jigani APC Circle,dq,12.77937,77.64359
Jigani APC Circle,um,12.77896,77.64381
Jigani Bus Stand,1c4,12.78664,77.63743
Jigani Bus Stand,2jl,12.78661,77.63762
Jigani Double Road,50e,12.78862,77.62959
Jigani Double Road,6mj,12.78868,77.62948
Jigani KEB,2p8,12.77686,77.64491
Jigani KEB,3ks,12.77695,77.64496
Jigani Tent,2fh,12.78737,77.63331
Jigani Tent,5kr,12.78728,77.63353
Jindal,239,13.05353,77.48338
Jindal,4du,13.05399,77.48328
Jinke Bachahalli,177,13.24659,77.53253
Jinke Bachahalli Gate,1q0,13.24607,77.5526
Jinke Bachahalli Gate,3i2,13.246,77.55248
Jinnagara,2wp,13.03306,77.82066
Jinnagara,2zk,13.03301,77.82081
Jinnagara Cross,1rm,13.02978,77.82616
Jinnagara Cross,1tp,13.02988,77.82598
Jinnagara Cross,5xr,13.02985,77.82616
Jnana Bharathi West Side Hospital,1ue,12.9313,77.48993
Jnanakshi Layout,35z,12.91287,77.51362
Jnanakshi Layout,688,12.91298,77.51374
Jnanakshi Vidyaniketan School,28d,12.91215,77.51376
Jnanakshi Vidyaniketan School,3zv,12.91185,77.51349
Jnanashakthi Nagara,1lq,12.98517,77.45857
Jodadakatte,19e,12.91514,77.26867
Jodadakatte,5yx,12.91507,77.26866
Jodi Aladamara,34s,12.9401,77.37789
Jodi Aladamara,3tk,12.94015,77.37792
Jodi Ragi Thimmasandra,11b,13.20457,77.42096
Jodi Ragi Thimmasandra,51h,13.20463,77.42101
Jogahalli Cross,402,13.22208,77.65099
Jogahalli Cross,5r6,13.22199,77.65094
Jogera Doddy,5qo,12.77958,77.40512
Jogera Doddy 1,5rd,12.77968,77.40517
Jogerahalli,2tz,12.98553,77.37427
Jogerahalli,6o7,12.98549,77.37423
Jogipalya Gate,4az,13.10468,77.3285
Johnson Market,1f4,12.96336,77.60672
Johnson Market,6he,12.96351,77.60681
Jonnahalli Gate,5bl,13.1816,77.75917
Jonnahalli Gate,6oo,13.18158,77.75914
Judical Layout Jn of 14th Cross,1c5,13.0834,77.58482
Judical Layout Jn of 14th Cross,3k0,13.08327,77.5847
Judicial Layout,im,12.86837,77.53933
Judicial Layout 8th Main,e6,12.86833,77.53935
Judicial Layout Water Tank,1ev,13.07852,77.58322
Judicial Layout Water Tank,3gq,13.07861,77.58333
Judicial Layout YHK,69b,13.08617,77.58503
Juggath Farma,1wu,12.89081,77.45532
Juggath Pharma,5ta,12.89106,77.45517
Junglepalya Gate,39n,12.80834,77.59049
Junglepalya Gate,6dd,12.80829,77.59043
Junnasandra,2wd,13.19059,77.47085
Junnasandra,4o6,13.19053,77.4709
Junnasandra Cross,4i7,13.19213,77.47712
Junnasandra Cross,6d3,13.19206,77.47719
Junnasandra Gate Wipro Regional Office,24c,12.91068,77.68451
Junnasandra Gate Wipro Regional Office,ks,12.91086,77.68439
Juttanahalli,6lo,13.23914,77.57804
Juttanapalya,1t7,12.85496,77.42145
Juttanapalya,2wa,12.855,77.42159
Jyothi Farm,1dj,12.85983,77.52876
Jyothi Farm,44x,12.85993,77.52896
Jyothi Nagara,32o,13.03251,77.65372
Jyothi Nagara,4a9,13.03248,77.65376
Jyothi Nagara,584,12.95937,77.52181
Jyothi Nagara,64v,12.95926,77.52164
Jyothi Nivas College,449,12.93533,77.61415
Jyothi Nivas College,5na,12.93542,77.61453
Jyothi School,1fa,13.01455,77.62715
Jyothi School,4h1,13.01447,77.62716
Jyothinagara,1tt,12.96018,77.21586
Jyothinagara,q2,12.96026,77.21573
Jyothipura,5ue,12.94377,77.25166
Jyothipura,8y,12.94389,77.25141
Jyothipura Budigere,23,13.10275,77.75065
Jyothipura Gate,2de,13.10266,77.74419
Jyothipura Gate,5yp,13.10258,77.74415
Jyothipura Koyara,1az,13.29208,77.62743
K Channasandra,148,13.04009,77.67967
K Channasandra,5ah,13.04016,77.67947
K Dommasandra,386,13.00821,77.74073
K Dommasandra,np,13.0082,77.74076
K Gollahalli,475,12.8432,77.4515
K Gollahalli,58r,12.84318,77.45147
K Gollahalli Gate,3uf,12.78644,77.39413
K Gollahalli Gate,lx,12.78639,77.39412
K Karenahalli Cross,3pn,12.86213,77.39502
K Karenahalli Cross,4tp,12.8621,77.39496
K Narayanapura,1hs,13.06333,77.64216
K Narayanapura,55b,13.06332,77.64226
K Narayanapura Cross,19f,13.06833,77.63375
K Narayanapura Cross,29l,13.06757,77.63338
K Narayanapura Cross,3b8,13.06824,77.63353
K Narayanapura Cross,51v,13.06756,77.63386
K Narayanapura Cross,5a,13.05278,77.64612
K Narayanapura Cross,66y,13.0528,77.64602
K Narayanapura Main Bus Stand,3bq,13.06635,77.64083
K Narayanapura Main Bus Stand,3fg,13.06642,77.64072
K Narayanapura Main Bus Stand,3gr,13.06627,77.64073
K Narayanapura Main Bus Stand,5t7,13.06631,77.64068
K Sathyavara Gate,6kj,13.15915,77.87365
KBD Factory,1jp,13.11709,77.37213
KBD Factory,4r4,13.11733,77.3722
KCP Kalyana Mantapa,573,13.28116,77.53141
KCP Kalyana Mantapa,662,13.28125,77.53137
KDLHG,5ss,12.95605,77.71488
KG Halli Post Office,40x,13.05691,77.53269
KG Halli Post Office,44o,13.05693,77.53272
KG Lakkenahalli,1gm,13.02365,77.45895
KG Lakkenahalli,3mx,13.02372,77.45891
KG Lakkenahalli Cross,1gy,13.02588,77.45955
KG Lakkenahalli Cross,ax,13.02591,77.45951
KG Srinivasapura Cross,5wg,13.1291,77.40021
KG Srinivasapura Cross,9k,13.12913,77.40026
KH Road,256,12.95815,77.59299
KH Road,48t,12.95759,77.59286
KHB Colony,12q,12.80272,77.38582
KHB Colony,2x7,12.98105,77.53549
KHB Colony,4j7,12.98142,77.53525
KHB Colony,4tc,12.80269,77.38586
KHB Colony Dodda Aladamara,3e0,12.91354,77.39432
KHB Colony Dodda Aladamara,6ea,12.91368,77.39434
KHB Colony Sultanpalya,6jh,13.02815,77.607
KHB Surya Nagara,5po,12.80651,77.76049
KHB Surya Nagara,5qs,12.80661,77.76063
KIA Terminal 2,1u1,13.19877,77.71539
KIADB Area,4ig,12.79546,77.42353
KIADB Circle Bagalur,1gu,13.17463,77.71713
KIADB Circle Bagalur,4fz,13.17469,77.71703
KIADB Hoovinayakanahalli Gate,108,13.15589,77.68093
KIADB Hoovinayakanahalli Gate,6h3,13.15589,77.68108
KIDB CIrcle Bagaluru,650,13.17501,77.71711
KIDB Circle Bagaluru,5d5,13.17488,77.71702
KIMS College,1pd,12.92718,77.56176
KIMS College,6h0,12.92678,77.56133
KK School,5av,12.93309,77.74289
KK School,61l,12.93312,77.74279
KLE Society College,30o,12.96825,77.48152
KLE Society College,46n,12.96835,77.48137
KLE Society College Cross,4ct,12.97305,77.48361
KLE Society College Cross,ff,12.9731,77.48347
KMF,49v,13.18859,77.5075
KMF,5ng,13.18853,77.50745
KPCC Office,102,12.98287,77.57642
KR Circle,316,12.97555,77.5864
KR Circle,6br,12.97386,77.58661
KR Hospital Uttarahalli,2m3,12.90698,77.54615
KR Hospital Uttarahalli,53w,12.90695,77.54598
KR Market,20a,12.96207,77.5756
KR Market,2ut,12.96406,77.5768
KR Market,35s,12.96437,77.57736
KR Market,3ij,12.9641,77.57897
KR Market,5wn,12.96367,77.57722
KR Market,d3,12.96451,77.57668
KR Market,iu,12.96368,77.57742
KR Market (Kalasipalya),1uq,12.95916,77.57711
KR Market (Kalasipalya),6ny,12.96154,77.57736
KR Market Flyover,2ju,12.96474,77.57508
KR Market Flyover,4qw,12.96469,77.57512
KR Palya,5z8,13.17406,77.34138
KR Pura Extension,2vj,13.01172,77.69862
KR Pura Extension,wu,13.01143,77.69869
KR Pura Market,2v0,13.00841,77.69403
KR Pura Market,67f,13.00821,77.69535
KR Pura Metro Station,16n,13.0001,77.67713
KR Pura Metro Station,65c,13.00014,77.67664
KR Pura Railway Station,2my,13.00133,77.67814
KR Pura Railway Station,5t1,13.00022,77.67597
KR Pura Railway Station,wz,12.99998,77.67654
KRB Indian Oil Petrol Bunk Kembathalli,12d,12.85928,77.56996
KRB Indian Oil Petrol Bunk Kembathalli,26c,12.85943,77.56985
KSRP Training Centre,27q,12.88594,77.67239
KSRP Training Centre,3n3,12.88588,77.67244
KSSEM College,2nl,12.8598,77.54219
KSWH Gowdon,2eq,12.98932,77.78456
KSWH Gowdon,2qb,12.98921,77.78469
KTPO,55k,12.97702,77.72225
KTPO,5kn,12.9768,77.72242
Kaateramma Devasthana,3kh,13.09309,77.77893
Kaateramma Devasthana,4ab,13.09304,77.77907
Kaatumariyammana Devasthana,2dr,13.29772,77.70162
Kaatumariyammana Devasthana,5pn,13.29753,77.70154
Kabir Ashrama,4un,13.01351,77.59644
Kabir Ashrama,69f,13.01328,77.59616
Kachamaranahalli,1cf,12.91221,77.73346
Kachamaranahalli,2p7,12.91226,77.7335
Kachanahalli Mandigere,68z,13.15404,77.36677
Kachanayakanahalli,3lu,12.79919,77.68684
Kachanayakanahalli,5qe,12.79919,77.6867
Kacharakanahalli,18o,13.02107,77.62872
Kacharakanahalli,4d0,13.02141,77.62991
Kacharakanahalli,4s7,12.99484,77.8147
Kacharakanahalli,56c,13.02115,77.62864
Kacharakanahalli Cross,5ic,13.00934,77.81536
Kacharakanahalli Cross,5lj,13.00932,77.81529
Kachohalli,5yk,13.00016,77.47058
Kachohalli,uy,13.00022,77.47062
Kachohalli Gate,38h,12.99056,77.46871
Kachohalli Gate,6g,12.99042,77.4688
Kada Agarahara Cross,1xy,13.07978,77.68549
Kada Agarahara Cross,47,13.07972,77.68546
Kada Agrahara,4xd,13.07861,77.6917
Kada Agrahara,6a,13.07854,77.69182
Kada Agrahara,ok,12.86057,77.74129
Kadabagere,3ea,12.99683,77.43317
Kadabagere,ps,12.99689,77.4332
Kadabagere Cross,1nh,12.98901,77.44915
Kadabagere Cross,3a5,12.98897,77.44898
Kadabagere Cross,4f6,12.98911,77.44966
Kadabagere Cross,53,12.98912,77.44947
Kadanuru,336,13.24325,77.45557
Kadanuru,3in,13.24329,77.45555
Kadanuru Hand post,4fa,13.23999,77.48374
Kadanuru Hand post,ep,13.23969,77.4836
Kadanuru Katte,69o,13.24669,77.46079
Kadanuru Katte,bx,13.24669,77.46075
Kadasikoppa,2ck,12.69327,77.40671
Kadasikoppa,457,12.6932,77.40669
Kadasonnappanahalli Gate,1x2,13.10165,77.65832
Kadasonnappanahalli Gate,4wf,13.10154,77.65811
Kadayarappanahalli,5du,13.18414,77.7052
Kadayarappanahalli,ed,13.18405,77.70526
Kadayarappanahalli Cross,4nd,13.1842,77.7042
Kadayarappanahalli Cross,4zh,13.18405,77.70432
Kadiganahalli Gate,2ya,13.16825,77.63162
Kadirenahalli,3ig,13.0418,77.44848
Kadirenahalli,69q,13.0417,77.44864
Kadirenahalli Cross,4bc,12.91364,77.56727
Kadirenahalli Cross,jg,12.91391,77.56657
Kadirenahalli Park,5vy,12.91768,77.56453
Kadirenahalli Park,db,12.91762,77.56447
Kadirenahalli Village,28y,12.9157,77.56146
Kadirenahalli Village,2jb,12.91574,77.56141
Kadu Jakkasandra,3ih,12.70043,77.5133
Kadu Jakkasandra,562,12.70041,77.51312
Kadu bisanahalli,1dv,12.93934,77.6957
Kadubisanahalli,20j,12.94259,77.69704
Kadubisanahalli,6dj,12.94259,77.69717
Kadugenahalli Gate,34k,13.16835,77.63116
Kadugodi Bapuji Circle,32v,12.9975,77.76436
Kadugodi Bridge,390,12.99439,77.75775
Kadugodi Bridge,52k,12.99448,77.75769
Kadugodi Bus Station,4f3,12.99563,77.75855
Kadugodi Bus Station Arrival,231,12.99596,77.7585
Kadugodi Govt Hospital,3u6,12.99692,77.76167
Kadugodi Metro Station,6el,12.99532,77.75796
Kadugondanahalli Police Station,4cu,13.02128,77.61912
Kadugondanahalli Police Station,5mq,13.02106,77.61901
Kadugondanahalli Railway Gate,4qh,13.02599,77.62003
Kadugondanahalli Railway Gate,yz,13.0259,77.61991
Kadukarenahalli,1cd,13.05436,77.31559
Kadukarenahalli,4zm,13.05431,77.31568
Kadumane Hotel,326,12.81546,77.40725
Kadumane Hotel,6a3,12.81554,77.40756
Kadumane Hotel1,3hk,12.81524,77.40755
Kadusiddanapalya,1bw,12.93283,77.37167
Kadusiddanapalya,4rg,12.93286,77.3717
Kadusonnappanahalli,42t,13.09888,77.66373
Kaggadasapura,623,12.9841,77.6789
Kaggadasapura Main Road,1am,12.98549,77.67236
Kaggadasapura Main Road,2oh,12.9856,77.67253
Kaggalahalli,3h6,12.83025,77.32473
Kaggalahalli,4sn,12.7277,77.48684
Kaggalahalli,65z,13.15854,77.74543
Kaggalahalli,6fx,12.72772,77.48694
Kaggalahalli Gate,31b,13.1532,77.75264
Kaggalahalli Gate,d2,13.15318,77.75262
Kaggalipura,10o,12.80032,77.5084
Kaggalipura,1yz,12.80031,77.50847
Kaggalipura,21n,12.85321,77.71868
Kaggalipura,63r,12.85315,77.7186
Kaggalipura Colony,30y,12.80644,77.50324
Kaggalipura Colony,3p7,12.8065,77.50316
Kaggalipura Cross,4b3,12.85555,77.73111
Kaggalipura Cross,4pd,12.85588,77.73117
Kaggalipura Junction,5s5,12.80253,77.50865
Kaikondrahalli,24z,12.91404,77.67756
Kaikondrahalli,3x,12.91392,77.67761
Kaikondrahalli,77,12.91372,77.67763
Kaka Ramanahalli,280,12.83012,77.36321
Kaka Ramanahalli,5ht,12.83009,77.36321
Kakaramanahalli Cross,57g,12.83174,77.36071
Kakaramanahalli Cross,5sf,12.83175,77.36063
Kakkehalli,3lf,13.21531,77.52816
Kakkepalya,6fw,13.06106,77.37994
Kakolu,1so,13.18433,77.51852
Kakolu,5dh,13.18429,77.51852
Kakolu Village,2zl,13.1871,77.52011
Kakolu Village,377,13.18711,77.52015
Kalalughatta,268,13.19558,77.32108
Kalalughatta,5i2,13.19556,77.32103
Kalamandira  Marathahalli Bridge,oo,12.96033,77.70131
Kalamandira Marathahalli Bridge,35f,12.95993,77.70143
Kalathammanahalli,49f,13.10346,77.51687
Kalena Agrahara,2g6,12.86619,77.5919
Kalena Agrahara,4eh,12.86612,77.59186
Kalenahalli,4xe,13.14705,77.51209
Kalenahalli Gate,2bn,13.14903,77.50504
Kalenahalli Gate,4xl,13.14581,77.51726
Kalenahalli Gate,lr,13.14902,77.50506
Kaleri,4n8,13.00899,77.16819
Kaleshwari Bannerughatta Road,5b1,12.79346,77.5941
Kaleshwari Bannerughatta Road,bw,12.79365,77.59401
Kalidasa Layout,6jg,12.94843,77.55288
Kalikanagara Shiva Temple,1dp,13.00892,77.49024
Kalikanagara Shiva Temple,qo,13.0086,77.49011
Kalkere,36d,13.03367,77.67465
Kalkere,5eq,12.83233,77.58883
Kalkere,5ii,13.03363,77.67475
Kalkere,vb,12.8326,77.58905
Kalkere Cross,3h1,13.02125,77.67889
Kalkere Cross,o2,13.0213,77.67891
Kalkere School,3mc,13.03332,77.67318
Kalkere School,49p,13.03326,77.6732
Kalkunte Agrahara,37,12.93291,77.84089
Kalkunte Agrahara,vw,12.93282,77.84095
Kalkunte Agrahara School,62a,12.9365,77.84126
Kalkunte Agrahara School,64k,12.93636,77.8412
Kallabala Cross,51u,12.77105,77.62728
Kallabala Cross,59r,12.77094,77.62718
Kallabala Cross,rg,12.77093,77.62734
Kallabalu,6lp,12.76964,77.62246
Kallabalu,rr,12.76962,77.62235
Kallabalu Cross,41b,12.77214,77.62239
Kallabalu Cross,4iq,12.77216,77.62242
Kallodu,4n6,13.17776,77.43446
Kallugopahalli,51i,12.77678,77.36244
Kallugopahalli,5q,12.77713,77.3622
Kallur,1y5,12.94587,77.31805
Kalya,1ph,12.97963,77.18232
Kalya,uj,12.97972,77.1824
Kalya Cross (Sripathyhalli Cross),1lk,12.98485,77.18402
Kalya Cross (Sripathyhalli Cross),6ax,12.98477,77.18406
Kalya Gate Magadi,zr,12.95808,77.22119
Kalyana Mantapa Koramangala,2cf,12.93727,77.61845
Kalyana Mantapa Koramangala,5zv,12.93739,77.61839
Kalyanamantapa (Oxford College),1d5,12.89976,77.62691
Kalyanamantapa (Oxford College),5hd,12.89968,77.62682
Kalyananagara,1tm,12.96843,77.52054
Kalyananagara,3m7,12.96753,77.52388
Kalyananagara,5k,13.02654,77.63688
Kalyananagara,62x,12.96736,77.52379
Kalyananagara,6iv,13.0264,77.63642
Kalyananagara 1st Block,2lu,13.022,77.64313
Kalyananagara 1st Block,680,13.02188,77.64331
Kalyananagara 302,15j,13.02605,77.63708
Kalyananagara Bus Stand,2i5,13.02642,77.63839
Kalyananagara Junction,1ji,13.02585,77.63699
Kalyananagara Junction,3m4,13.02589,77.63709
Kamadhenu Kshetra,12o,13.02539,77.44978
Kamadhenu Kshetra,2r5,13.02534,77.44981
Kamakshipalya,68r,12.98375,77.52917
Kamakshipalya,6bt,12.98385,77.52924
Kamakshipura,3w4,13.19823,77.48909
Kamakshipura,io,13.19827,77.48907
Kamakya Talkies,1ks,12.92402,77.55333
Kamakya Talkies,5f8,12.92409,77.55276
Kamakya Talkies,5k0,12.92382,77.55393
Kamalanagara,4oe,12.99676,77.52737
Kamalanagara,6fc,12.99272,77.53063
Kamalanagara,hu,12.99268,77.53082
Kamalanagara,y6,12.99675,77.52732
Kamalanagara BEML Layout,2ri,12.9929,77.52925
Kamalanagara Market,2iv,12.99605,77.53071
Kamalanagara Market,yl,12.99608,77.53079
Kamalanagara Water Tank,4w6,12.99557,77.53992
Kamanahalli,2ve,12.90795,77.7961
Kamanahalli,3ja,12.90792,77.79581
Kamanahalli Circle,kj,12.9081,77.79268
Kamaraja Road,5ho,12.98424,77.61165
